Serial Number,MQ6,Gas
1293,352,Smoke
1294,352,Smoke
1295,349,Smoke
1296,348,Smoke
1297,350,Smoke
1298,349,Smoke
1299,348,Smoke
1300,350,Smoke
1301,349,Smoke
1302,345,Smoke
1303,346,Smoke
1304,346,Smoke
1305,334,Smoke
1306,334,Smoke
1307,335,Smoke
1308,335,Smoke
1309,335,Smoke
1310,328,Smoke
1311,329,Smoke
1312,329,Smoke
1313,330,Smoke
1314,333,Smoke
1315,334,Smoke
1316,334,Smoke
1317,334,Smoke
1318,334,Smoke
1319,334,Smoke
1320,334,Smoke
1321,334,Smoke
1322,334,Smoke
1323,334,Smoke
1324,334,Smoke
1325,334,Smoke
1326,335,Smoke
1327,335,Smoke
1328,344,Smoke
1329,345,Smoke
1330,343,Smoke
1331,343,Smoke
1332,358,Smoke
1333,361,Smoke
1334,360,Smoke
1335,359,Smoke
1336,365,Smoke
1337,369,Smoke
1338,368,Smoke
1339,372,Smoke
1340,369,Smoke
1341,364,Smoke
1342,365,Smoke
1343,367,Smoke
1344,363,Smoke
1345,362,Smoke
1346,370,Smoke
1347,371,Smoke
1348,368,Smoke
1349,367,Smoke
1350,382,Smoke
1351,380,Smoke
1352,383,Smoke
1353,384,Smoke
1354,399,Smoke
1355,393,Smoke
1356,384,Smoke
1357,382,Smoke
1358,381,Smoke
1359,375,Smoke
1360,385,Smoke
1361,381,Smoke
1362,375,Smoke
1363,382,Smoke
1364,390,Smoke
1365,381,Smoke
1366,376,Smoke
1367,372,Smoke
1368,368,Smoke
1369,368,Smoke
1370,365,Smoke
1371,363,Smoke
1372,361,Smoke
1373,360,Smoke
1374,358,Smoke
1375,343,Smoke
1376,341,Smoke
1377,344,Smoke
1378,343,Smoke
1379,340,Smoke
1380,341,Smoke
1381,343,Smoke
1382,345,Smoke
1383,344,Smoke
1384,343,Smoke
1385,341,Smoke
1386,339,Smoke
1387,336,Smoke
1388,336,Smoke
1389,340,Smoke
1390,335,Smoke
1391,336,Smoke
1392,338,Smoke
1393,340,Smoke
1394,341,Smoke
1395,341,Smoke
1396,342,Smoke
1397,340,Smoke
1398,345,Smoke
1399,344,Smoke
1400,342,Smoke
1401,339,Smoke
1402,343,Smoke
1403,343,Smoke
1404,344,Smoke
1405,351,Smoke
1406,354,Smoke
1407,352,Smoke
1408,357,Smoke
1409,362,Smoke
1410,367,Smoke
1411,364,Smoke
1412,371,Smoke
1413,375,Smoke
1414,372,Smoke
1415,368,Smoke
1416,367,Smoke
1417,366,Smoke
1418,379,Smoke
1419,384,Smoke
1420,379,Smoke
1421,375,Smoke
1422,383,Smoke
1423,383,Smoke
1424,378,Smoke
1425,380,Smoke
1426,377,Smoke
1427,379,Smoke
1428,376,Smoke
1429,375,Smoke
1430,374,Smoke
1431,375,Smoke
1432,375,Smoke
1433,372,Smoke
1434,370,Smoke
1435,367,Smoke
1436,365,Smoke
1437,363,Smoke
1438,361,Smoke
1439,359,Smoke
1440,337,Smoke
1441,334,Smoke
1442,333,Smoke
1443,332,Smoke
1444,332,Smoke
1445,333,Smoke
1446,333,Smoke
1447,333,Smoke
1448,334,Smoke
1449,335,Smoke
1450,338,Smoke
1451,336,Smoke
1452,347,Smoke
1453,335,Smoke
1454,343,Smoke
1455,338,Smoke
1456,338,Smoke
1457,339,Smoke
1458,345,Smoke
1459,342,Smoke
1460,343,Smoke
1461,346,Smoke
1462,347,Smoke
1463,349,Smoke
1464,347,Smoke
1465,344,Smoke
1466,340,Smoke
1467,341,Smoke
1468,345,Smoke
1469,346,Smoke
1470,349,Smoke
1471,345,Smoke
1472,349,Smoke
1473,346,Smoke
1474,350,Smoke
1475,356,Smoke
1476,355,Smoke
1477,356,Smoke
1478,354,Smoke
1479,357,Smoke
1480,365,Smoke
1481,361,Smoke
1482,359,Smoke
1483,357,Smoke
1484,358,Smoke
1485,357,Smoke
1486,358,Smoke
1487,368,Smoke
1488,366,Smoke
1489,370,Smoke
1490,361,Smoke
1491,356,Smoke
1492,363,Smoke
1493,373,Smoke
1494,376,Smoke
1495,376,Smoke
1496,363,Smoke
1497,368,Smoke
1498,367,Smoke
1499,372,Smoke
1500,355,Smoke
1501,352,Smoke
1502,349,Smoke
1503,373,Smoke
1504,346,Smoke
1505,343,Smoke
1506,344,Smoke
1507,344,Smoke
1508,360,Smoke
1509,358,Smoke
1510,362,Smoke
1511,363,Smoke
1512,359,Smoke
1513,335,Smoke
1514,335,Smoke
1515,334,Smoke
1516,334,Smoke
1517,335,Smoke
1518,335,Smoke
1519,335,Smoke
1520,335,Smoke
1521,335,Smoke
1522,335,Smoke
1523,335,Smoke
1524,334,Smoke
1525,335,Smoke
1526,335,Smoke
1527,335,Smoke
1528,335,Smoke
1529,335,Smoke
1530,334,Smoke
1531,334,Smoke
1532,334,Smoke
1533,334,Smoke
1534,334,Smoke
1535,334,Smoke
1536,334,Smoke
1537,341,Smoke
1538,343,Smoke
1539,343,Smoke
1540,343,Smoke
1541,347,Smoke
1542,346,Smoke
1543,347,Smoke
1544,353,Smoke
1545,358,Smoke
1546,364,Smoke
1547,363,Smoke
1548,360,Smoke
1549,367,Smoke
1550,366,Smoke
1551,371,Smoke
1552,378,Smoke
1553,374,Smoke
1554,377,Smoke
1555,375,Smoke
1556,375,Smoke
1557,371,Smoke
1558,369,Smoke
1559,371,Smoke
1560,369,Smoke
1561,370,Smoke
1562,369,Smoke
1563,365,Smoke
1564,361,Smoke
1565,358,Smoke
1566,356,Smoke
1567,354,Smoke
1568,353,Smoke
1569,351,Smoke
1570,350,Smoke
1571,348,Smoke
1572,347,Smoke
1573,333,Smoke
1574,333,Smoke
1575,333,Smoke
1576,333,Smoke
1577,333,Smoke
1578,333,Smoke
1579,333,Smoke
1580,333,Smoke
1581,333,Smoke
1582,333,Smoke
1583,333,Smoke
1584,333,Smoke
1585,333,Smoke
1586,333,Smoke
1587,333,Smoke
1588,333,Smoke
1589,333,Smoke
1590,333,Smoke
1591,333,Smoke
1592,333,Smoke
1593,333,Smoke
1594,333,Smoke
1595,333,Smoke
1596,333,Smoke
1597,333,Smoke
1598,335,Smoke
1599,334,Smoke
0,311,Mixture
1,311,Mixture
2,318,Mixture
3,322,Mixture
4,335,Mixture
5,350,Mixture
6,362,Mixture
7,371,Mixture
8,382,Mixture
9,392,Mixture
10,399,Mixture
11,403,Mixture
12,404,Mixture
13,408,Mixture
14,412,Mixture
15,414,Mixture
16,415,Mixture
17,414,Mixture
18,414,Mixture
19,414,Mixture
20,411,Mixture
21,409,Mixture
22,409,Mixture
23,407,Mixture
24,400,Mixture
25,392,Mixture
26,385,Mixture
27,379,Mixture
28,373,Mixture
29,367,Mixture
30,362,Mixture
31,358,Mixture
32,354,Mixture
33,351,Mixture
34,348,Mixture
35,346,Mixture
36,343,Mixture
37,341,Mixture
38,339,Mixture
39,337,Mixture
40,336,Mixture
41,335,Mixture
42,334,Mixture
43,332,Mixture
44,331,Mixture
45,330,Mixture
46,329,Mixture
47,327,Mixture
48,327,Mixture
49,326,Mixture
50,325,Mixture
51,324,Mixture
52,323,Mixture
53,327,Mixture
54,329,Mixture
55,327,Mixture
56,336,Mixture
57,353,Mixture
58,370,Mixture
59,382,Mixture
60,393,Mixture
61,394,Mixture
62,395,Mixture
63,398,Mixture
64,400,Mixture
65,401,Mixture
66,403,Mixture
67,403,Mixture
68,404,Mixture
69,407,Mixture
70,407,Mixture
71,407,Mixture
72,407,Mixture
73,407,Mixture
74,407,Mixture
75,408,Mixture
76,409,Mixture
77,409,Mixture
78,410,Mixture
79,411,Mixture
80,408,Mixture
81,402,Mixture
82,395,Mixture
83,388,Mixture
84,382,Mixture
85,377,Mixture
86,372,Mixture
87,367,Mixture
88,363,Mixture
89,360,Mixture
90,358,Mixture
91,355,Mixture
92,353,Mixture
93,351,Mixture
94,349,Mixture
95,347,Mixture
96,345,Mixture
97,343,Mixture
98,341,Mixture
99,340,Mixture
100,338,Mixture
101,336,Mixture
102,335,Mixture
103,334,Mixture
104,334,Mixture
105,333,Mixture
106,332,Mixture
107,332,Mixture
108,331,Mixture
109,330,Mixture
110,329,Mixture
111,329,Mixture
112,328,Mixture
113,327,Mixture
114,326,Mixture
115,326,Mixture
116,325,Mixture
117,325,Mixture
118,324,Mixture
119,324,Mixture
120,315,Mixture
121,326,Mixture
122,331,Mixture
123,328,Mixture
124,326,Mixture
125,333,Mixture
126,355,Mixture
127,378,Mixture
128,393,Mixture
129,404,Mixture
130,413,Mixture
131,418,Mixture
132,425,Mixture
133,423,Mixture
134,424,Mixture
135,423,Mixture
136,419,Mixture
137,416,Mixture
138,414,Mixture
139,413,Mixture
140,411,Mixture
141,410,Mixture
142,409,Mixture
143,409,Mixture
144,409,Mixture
145,411,Mixture
146,413,Mixture
147,415,Mixture
148,414,Mixture
149,414,Mixture
150,414,Mixture
151,414,Mixture
152,414,Mixture
153,411,Mixture
154,408,Mixture
155,407,Mixture
156,410,Mixture
157,410,Mixture
158,410,Mixture
159,409,Mixture
160,409,Mixture
161,409,Mixture
162,408,Mixture
163,409,Mixture
164,410,Mixture
165,411,Mixture
166,410,Mixture
167,407,Mixture
168,403,Mixture
169,398,Mixture
170,394,Mixture
171,391,Mixture
172,390,Mixture
173,388,Mixture
174,385,Mixture
175,383,Mixture
176,380,Mixture
177,378,Mixture
178,377,Mixture
179,375,Mixture
180,373,Mixture
181,370,Mixture
182,366,Mixture
183,362,Mixture
184,359,Mixture
185,356,Mixture
186,354,Mixture
187,352,Mixture
188,350,Mixture
189,348,Mixture
190,346,Mixture
191,345,Mixture
192,343,Mixture
193,342,Mixture
194,341,Mixture
195,340,Mixture
196,339,Mixture
197,339,Mixture
198,338,Mixture
199,337,Mixture
200,337,Mixture
201,336,Mixture
202,335,Mixture
203,335,Mixture
204,333,Mixture
205,333,Mixture
206,332,Mixture
207,331,Mixture
208,330,Mixture
209,330,Mixture
210,331,Mixture
211,332,Mixture
212,332,Mixture
213,332,Mixture
214,332,Mixture
215,332,Mixture
216,331,Mixture
217,331,Mixture
218,331,Mixture
219,330,Mixture
220,330,Mixture
221,330,Mixture
222,329,Mixture
223,329,Mixture
224,329,Mixture
225,329,Mixture
226,329,Mixture
227,328,Mixture
228,328,Mixture
229,328,Mixture
230,327,Mixture
231,327,Mixture
232,339,Mixture
233,369,Mixture
234,384,Mixture
235,392,Mixture
236,386,Mixture
237,379,Mixture
238,372,Mixture
239,366,Mixture
240,360,Mixture
241,356,Mixture
242,361,Mixture
243,360,Mixture
244,375,Mixture
245,373,Mixture
246,375,Mixture
247,373,Mixture
248,371,Mixture
249,366,Mixture
250,361,Mixture
251,357,Mixture
252,372,Mixture
253,391,Mixture
254,403,Mixture
255,412,Mixture
256,417,Mixture
257,418,Mixture
258,420,Mixture
259,423,Mixture
260,425,Mixture
261,427,Mixture
262,426,Mixture
263,426,Mixture
264,426,Mixture
265,424,Mixture
266,423,Mixture
267,424,Mixture
268,424,Mixture
269,420,Mixture
270,418,Mixture
271,419,Mixture
272,415,Mixture
273,406,Mixture
274,398,Mixture
275,391,Mixture
276,385,Mixture
277,381,Mixture
278,376,Mixture
279,373,Mixture
280,370,Mixture
281,368,Mixture
282,365,Mixture
283,361,Mixture
284,359,Mixture
285,357,Mixture
286,355,Mixture
287,353,Mixture
288,350,Mixture
289,349,Mixture
290,348,Mixture
291,347,Mixture
292,345,Mixture
293,343,Mixture
294,342,Mixture
295,340,Mixture
296,338,Mixture
297,336,Mixture
298,330,Mixture
299,330,Mixture
300,330,Mixture
301,330,Mixture
302,334,Mixture
303,339,Mixture
304,341,Mixture
305,343,Mixture
306,343,Mixture
307,342,Mixture
308,342,Mixture
309,344,Mixture
310,344,Mixture
311,345,Mixture
312,345,Mixture
313,345,Mixture
314,343,Mixture
315,342,Mixture
316,340,Mixture
317,339,Mixture
318,338,Mixture
319,337,Mixture
320,337,Mixture
321,337,Mixture
322,336,Mixture
323,336,Mixture
324,327,Mixture
325,326,Mixture
326,326,Mixture
327,326,Mixture
328,327,Mixture
329,328,Mixture
330,328,Mixture
331,329,Mixture
332,328,Mixture
333,328,Mixture
334,330,Mixture
335,336,Mixture
336,334,Mixture
337,333,Mixture
338,332,Mixture
339,331,Mixture
340,339,Mixture
341,340,Mixture
342,346,Mixture
343,353,Mixture
344,365,Mixture
345,394,Mixture
346,415,Mixture
347,436,Mixture
348,439,Mixture
349,434,Mixture
350,430,Mixture
351,427,Mixture
352,416,Mixture
353,407,Mixture
354,408,Mixture
355,411,Mixture
356,411,Mixture
357,413,Mixture
358,413,Mixture
359,416,Mixture
360,416,Mixture
361,413,Mixture
362,410,Mixture
363,409,Mixture
364,408,Mixture
365,410,Mixture
366,415,Mixture
367,422,Mixture
368,426,Mixture
369,428,Mixture
370,428,Mixture
371,427,Mixture
372,427,Mixture
373,429,Mixture
374,430,Mixture
375,430,Mixture
376,429,Mixture
377,427,Mixture
378,420,Mixture
379,411,Mixture
380,402,Mixture
381,394,Mixture
382,388,Mixture
383,382,Mixture
384,377,Mixture
385,373,Mixture
386,370,Mixture
387,367,Mixture
388,365,Mixture
389,363,Mixture
390,361,Mixture
391,359,Mixture
392,358,Mixture
393,356,Mixture
394,355,Mixture
395,354,Mixture
396,353,Mixture
397,352,Mixture
398,351,Mixture
399,350,Mixture
400,349,Mixture
401,350,Mixture
402,351,Mixture
403,351,Mixture
404,352,Mixture
405,351,Mixture
406,351,Mixture
407,350,Mixture
408,350,Mixture
409,350,Mixture
410,352,Mixture
411,354,Mixture
412,356,Mixture
413,357,Mixture
414,357,Mixture
415,357,Mixture
416,356,Mixture
417,358,Mixture
418,363,Mixture
419,369,Mixture
420,373,Mixture
421,376,Mixture
422,378,Mixture
423,380,Mixture
424,380,Mixture
425,380,Mixture
426,380,Mixture
427,380,Mixture
428,381,Mixture
429,383,Mixture
430,384,Mixture
431,384,Mixture
432,384,Mixture
433,384,Mixture
434,385,Mixture
435,385,Mixture
436,385,Mixture
437,386,Mixture
438,387,Mixture
439,387,Mixture
440,386,Mixture
441,385,Mixture
442,384,Mixture
443,382,Mixture
444,377,Mixture
445,371,Mixture
446,368,Mixture
447,364,Mixture
448,361,Mixture
449,358,Mixture
450,356,Mixture
451,354,Mixture
452,353,Mixture
453,352,Mixture
454,351,Mixture
455,351,Mixture
456,350,Mixture
457,350,Mixture
458,350,Mixture
459,350,Mixture
460,349,Mixture
461,350,Mixture
462,350,Mixture
463,366,Mixture
464,370,Mixture
465,391,Mixture
466,419,Mixture
467,434,Mixture
468,437,Mixture
469,438,Mixture
470,438,Mixture
471,436,Mixture
472,434,Mixture
473,430,Mixture
474,423,Mixture
475,427,Mixture
476,429,Mixture
477,435,Mixture
478,432,Mixture
479,433,Mixture
480,436,Mixture
481,434,Mixture
482,435,Mixture
483,432,Mixture
484,432,Mixture
485,433,Mixture
486,430,Mixture
487,428,Mixture
488,426,Mixture
489,420,Mixture
490,413,Mixture
491,408,Mixture
492,405,Mixture
493,407,Mixture
494,415,Mixture
495,421,Mixture
496,423,Mixture
497,422,Mixture
498,421,Mixture
499,421,Mixture
500,418,Mixture
501,416,Mixture
502,414,Mixture
503,412,Mixture
504,410,Mixture
505,411,Mixture
506,414,Mixture
507,418,Mixture
508,421,Mixture
509,424,Mixture
510,428,Mixture
511,431,Mixture
512,432,Mixture
513,431,Mixture
514,428,Mixture
515,426,Mixture
516,426,Mixture
517,419,Mixture
518,409,Mixture
519,401,Mixture
520,394,Mixture
521,388,Mixture
522,384,Mixture
523,379,Mixture
524,376,Mixture
525,372,Mixture
526,369,Mixture
527,367,Mixture
528,365,Mixture
529,363,Mixture
530,362,Mixture
531,360,Mixture
532,359,Mixture
533,357,Mixture
534,356,Mixture
535,354,Mixture
536,352,Mixture
537,351,Mixture
538,350,Mixture
539,348,Mixture
540,347,Mixture
541,346,Mixture
542,346,Mixture
543,346,Mixture
544,346,Mixture
545,345,Mixture
546,344,Mixture
547,343,Mixture
548,342,Mixture
549,341,Mixture
550,341,Mixture
551,341,Mixture
552,341,Mixture
553,340,Mixture
554,339,Mixture
555,378,Mixture
556,399,Mixture
557,394,Mixture
558,387,Mixture
559,378,Mixture
560,370,Mixture
561,363,Mixture
562,364,Mixture
563,389,Mixture
564,391,Mixture
565,384,Mixture
566,376,Mixture
567,370,Mixture
568,381,Mixture
569,382,Mixture
570,389,Mixture
571,406,Mixture
572,414,Mixture
573,417,Mixture
574,411,Mixture
575,404,Mixture
576,398,Mixture
577,390,Mixture
578,386,Mixture
579,385,Mixture
580,387,Mixture
581,391,Mixture
582,391,Mixture
583,391,Mixture
584,395,Mixture
585,394,Mixture
586,390,Mixture
587,391,Mixture
588,386,Mixture
589,381,Mixture
590,375,Mixture
591,369,Mixture
592,364,Mixture
593,360,Mixture
594,357,Mixture
595,353,Mixture
596,351,Mixture
597,348,Mixture
598,326,Mixture
599,329,Mixture
600,331,Mixture
601,332,Mixture
602,333,Mixture
603,330,Mixture
604,328,Mixture
605,335,Mixture
606,352,Mixture
607,375,Mixture
608,379,Mixture
609,406,Mixture
610,413,Mixture
611,409,Mixture
612,423,Mixture
613,427,Mixture
614,427,Mixture
615,422,Mixture
616,414,Mixture
617,406,Mixture
618,399,Mixture
619,395,Mixture
620,392,Mixture
621,391,Mixture
622,389,Mixture
623,388,Mixture
624,397,Mixture
625,406,Mixture
626,413,Mixture
627,417,Mixture
628,419,Mixture
629,418,Mixture
630,416,Mixture
631,415,Mixture
632,412,Mixture
633,408,Mixture
634,402,Mixture
635,400,Mixture
636,395,Mixture
637,387,Mixture
638,379,Mixture
639,372,Mixture
640,367,Mixture
641,362,Mixture
642,357,Mixture
643,354,Mixture
644,351,Mixture
645,349,Mixture
646,348,Mixture
647,346,Mixture
648,343,Mixture
649,341,Mixture
650,340,Mixture
651,338,Mixture
652,337,Mixture
653,322,Mixture
654,322,Mixture
655,324,Mixture
656,325,Mixture
657,324,Mixture
658,324,Mixture
659,328,Mixture
660,327,Mixture
661,331,Mixture
662,344,Mixture
663,357,Mixture
664,367,Mixture
665,373,Mixture
666,382,Mixture
667,394,Mixture
668,408,Mixture
669,411,Mixture
670,411,Mixture
671,413,Mixture
672,415,Mixture
673,419,Mixture
674,419,Mixture
675,426,Mixture
676,444,Mixture
677,461,Mixture
678,466,Mixture
679,455,Mixture
680,445,Mixture
681,434,Mixture
682,424,Mixture
683,410,Mixture
684,401,Mixture
685,397,Mixture
686,394,Mixture
687,386,Mixture
688,380,Mixture
689,373,Mixture
690,367,Mixture
691,362,Mixture
692,359,Mixture
693,357,Mixture
694,355,Mixture
695,352,Mixture
696,350,Mixture
697,348,Mixture
698,346,Mixture
699,345,Mixture
700,343,Mixture
701,341,Mixture
702,340,Mixture
703,338,Mixture
704,338,Mixture
705,338,Mixture
706,337,Mixture
707,337,Mixture
708,336,Mixture
709,335,Mixture
710,334,Mixture
711,332,Mixture
712,332,Mixture
713,333,Mixture
714,334,Mixture
715,334,Mixture
716,333,Mixture
717,332,Mixture
718,331,Mixture
719,331,Mixture
720,332,Mixture
721,336,Mixture
722,338,Mixture
723,341,Mixture
724,342,Mixture
725,342,Mixture
726,344,Mixture
727,347,Mixture
728,349,Mixture
729,351,Mixture
730,351,Mixture
731,352,Mixture
732,361,Mixture
733,373,Mixture
734,383,Mixture
735,390,Mixture
736,396,Mixture
737,401,Mixture
738,404,Mixture
739,406,Mixture
740,408,Mixture
741,408,Mixture
742,409,Mixture
743,406,Mixture
744,399,Mixture
745,397,Mixture
746,397,Mixture
747,400,Mixture
748,402,Mixture
749,402,Mixture
750,399,Mixture
751,398,Mixture
752,398,Mixture
753,397,Mixture
754,392,Mixture
755,384,Mixture
756,377,Mixture
757,372,Mixture
758,368,Mixture
759,364,Mixture
760,360,Mixture
761,356,Mixture
762,353,Mixture
763,351,Mixture
764,348,Mixture
765,346,Mixture
766,344,Mixture
767,343,Mixture
768,341,Mixture
769,340,Mixture
770,339,Mixture
771,338,Mixture
772,338,Mixture
773,344,Mixture
774,341,Mixture
775,342,Mixture
776,341,Mixture
777,341,Mixture
778,341,Mixture
779,344,Mixture
780,366,Mixture
781,382,Mixture
782,391,Mixture
783,395,Mixture
784,401,Mixture
785,407,Mixture
786,404,Mixture
787,405,Mixture
788,410,Mixture
789,412,Mixture
790,410,Mixture
791,408,Mixture
792,409,Mixture
793,411,Mixture
794,412,Mixture
795,411,Mixture
796,410,Mixture
797,407,Mixture
798,406,Mixture
799,405,Mixture
800,401,Mixture
801,395,Mixture
802,397,Mixture
803,408,Mixture
804,418,Mixture
805,423,Mixture
806,425,Mixture
807,423,Mixture
808,420,Mixture
809,415,Mixture
810,413,Mixture
811,415,Mixture
812,416,Mixture
813,417,Mixture
814,420,Mixture
815,416,Mixture
816,412,Mixture
817,410,Mixture
818,407,Mixture
819,402,Mixture
820,395,Mixture
821,387,Mixture
822,380,Mixture
823,375,Mixture
824,370,Mixture
825,366,Mixture
826,363,Mixture
827,360,Mixture
828,358,Mixture
829,356,Mixture
830,353,Mixture
831,352,Mixture
832,350,Mixture
833,349,Mixture
834,347,Mixture
835,346,Mixture
836,345,Mixture
837,344,Mixture
838,344,Mixture
839,343,Mixture
840,342,Mixture
841,343,Mixture
842,345,Mixture
843,347,Mixture
844,350,Mixture
845,352,Mixture
846,355,Mixture
847,357,Mixture
848,359,Mixture
849,360,Mixture
850,362,Mixture
851,363,Mixture
852,365,Mixture
853,365,Mixture
854,363,Mixture
855,360,Mixture
856,357,Mixture
857,356,Mixture
858,356,Mixture
859,355,Mixture
860,355,Mixture
861,355,Mixture
862,353,Mixture
863,351,Mixture
864,350,Mixture
865,348,Mixture
866,346,Mixture
867,345,Mixture
868,343,Mixture
869,341,Mixture
870,340,Mixture
871,338,Mixture
872,338,Mixture
873,337,Mixture
874,336,Mixture
875,335,Mixture
876,336,Mixture
877,335,Mixture
878,334,Mixture
879,334,Mixture
880,333,Mixture
881,332,Mixture
882,331,Mixture
883,331,Mixture
884,331,Mixture
885,332,Mixture
886,332,Mixture
887,337,Mixture
888,337,Mixture
889,336,Mixture
890,334,Mixture
891,336,Mixture
892,338,Mixture
893,337,Mixture
894,336,Mixture
895,356,Mixture
896,375,Mixture
897,377,Mixture
898,338,Mixture
899,392,Mixture
900,412,Mixture
901,421,Mixture
902,415,Mixture
903,424,Mixture
904,431,Mixture
905,436,Mixture
906,439,Mixture
907,444,Mixture
908,440,Mixture
909,430,Mixture
910,415,Mixture
911,405,Mixture
912,393,Mixture
913,383,Mixture
914,376,Mixture
915,371,Mixture
916,366,Mixture
917,362,Mixture
918,359,Mixture
919,367,Mixture
920,380,Mixture
921,389,Mixture
922,397,Mixture
923,401,Mixture
924,405,Mixture
925,406,Mixture
926,404,Mixture
927,400,Mixture
928,399,Mixture
929,398,Mixture
930,399,Mixture
931,396,Mixture
932,393,Mixture
933,389,Mixture
934,386,Mixture
935,386,Mixture
936,387,Mixture
937,387,Mixture
938,381,Mixture
939,375,Mixture
940,369,Mixture
941,365,Mixture
942,361,Mixture
943,358,Mixture
944,354,Mixture
945,352,Mixture
946,349,Mixture
947,348,Mixture
948,347,Mixture
949,345,Mixture
950,344,Mixture
951,342,Mixture
952,341,Mixture
953,340,Mixture
954,340,Mixture
955,339,Mixture
956,338,Mixture
957,336,Mixture
958,335,Mixture
959,335,Mixture
960,336,Mixture
961,336,Mixture
962,338,Mixture
963,340,Mixture
964,341,Mixture
965,341,Mixture
966,341,Mixture
967,341,Mixture
968,340,Mixture
969,340,Mixture
970,339,Mixture
971,339,Mixture
972,339,Mixture
973,340,Mixture
974,340,Mixture
975,341,Mixture
976,342,Mixture
977,344,Mixture
978,348,Mixture
979,350,Mixture
980,353,Mixture
981,353,Mixture
982,352,Mixture
983,352,Mixture
984,352,Mixture
985,354,Mixture
986,357,Mixture
987,359,Mixture
988,360,Mixture
989,360,Mixture
990,361,Mixture
991,362,Mixture
992,363,Mixture
993,367,Mixture
994,371,Mixture
995,374,Mixture
996,377,Mixture
997,377,Mixture
998,389,Mixture
999,403,Mixture
1000,415,Mixture
1001,421,Mixture
1002,417,Mixture
1003,419,Mixture
1004,418,Mixture
1005,417,Mixture
1006,406,Mixture
1007,395,Mixture
1008,388,Mixture
1009,380,Mixture
1010,376,Mixture
1011,377,Mixture
1012,382,Mixture
1013,395,Mixture
1014,400,Mixture
1015,407,Mixture
1016,411,Mixture
1017,414,Mixture
1018,418,Mixture
1019,424,Mixture
1020,425,Mixture
1021,426,Mixture
1022,423,Mixture
1023,426,Mixture
1024,427,Mixture
1025,425,Mixture
1026,422,Mixture
1027,418,Mixture
1028,411,Mixture
1029,413,Mixture
1030,416,Mixture
1031,416,Mixture
1032,416,Mixture
1033,413,Mixture
1034,416,Mixture
1035,419,Mixture
1036,418,Mixture
1037,419,Mixture
1038,415,Mixture
1039,416,Mixture
1040,418,Mixture
1041,419,Mixture
1042,416,Mixture
1043,416,Mixture
1044,414,Mixture
1045,412,Mixture
1046,410,Mixture
1047,405,Mixture
1048,400,Mixture
1049,396,Mixture
1050,390,Mixture
1051,384,Mixture
1052,379,Mixture
1053,378,Mixture
1054,377,Mixture
1055,367,Mixture
1056,379,Mixture
1057,377,Mixture
1058,379,Mixture
1059,384,Mixture
1060,391,Mixture
1061,397,Mixture
1062,401,Mixture
1063,403,Mixture
1064,400,Mixture
1065,394,Mixture
1066,388,Mixture
1067,383,Mixture
1068,379,Mixture
1069,377,Mixture
1070,373,Mixture
1071,373,Mixture
1072,370,Mixture
1073,370,Mixture
1074,371,Mixture
1075,368,Mixture
1076,366,Mixture
1077,365,Mixture
1078,363,Mixture
1079,361,Mixture
1080,359,Mixture
1081,357,Mixture
1082,355,Mixture
1083,353,Mixture
1084,353,Mixture
1085,353,Mixture
1086,352,Mixture
1087,352,Mixture
1088,351,Mixture
1089,351,Mixture
1090,351,Mixture
1091,350,Mixture
1092,349,Mixture
1093,348,Mixture
1094,347,Mixture
1095,347,Mixture
1096,347,Mixture
1097,347,Mixture
1098,346,Mixture
1099,345,Mixture
1100,346,Mixture
1101,345,Mixture
1102,345,Mixture
1103,343,Mixture
1104,342,Mixture
1105,341,Mixture
1106,341,Mixture
1107,341,Mixture
1108,340,Mixture
1109,340,Mixture
1110,340,Mixture
1111,344,Mixture
1112,343,Mixture
1113,347,Mixture
1114,374,Mixture
1115,372,Mixture
1116,370,Mixture
1117,360,Mixture
1118,353,Mixture
1119,349,Mixture
1120,344,Mixture
1121,354,Mixture
1122,351,Mixture
1123,346,Mixture
1124,342,Mixture
1125,339,Mixture
1126,336,Mixture
1127,339,Mixture
1128,368,Mixture
1129,370,Mixture
1130,370,Mixture
1131,373,Mixture
1132,377,Mixture
1133,387,Mixture
1134,396,Mixture
1135,424,Mixture
1136,446,Mixture
1137,458,Mixture
1138,462,Mixture
1139,464,Mixture
1140,459,Mixture
1141,452,Mixture
1142,451,Mixture
1143,450,Mixture
1144,445,Mixture
1145,438,Mixture
1146,428,Mixture
1147,423,Mixture
1148,419,Mixture
1149,415,Mixture
1150,414,Mixture
1151,416,Mixture
1152,414,Mixture
1153,414,Mixture
1154,414,Mixture
1155,408,Mixture
1156,406,Mixture
1157,404,Mixture
1158,401,Mixture
1159,401,Mixture
1160,399,Mixture
1161,398,Mixture
1162,396,Mixture
1163,392,Mixture
1164,394,Mixture
1165,400,Mixture
1166,401,Mixture
1167,402,Mixture
1168,404,Mixture
1169,408,Mixture
1170,410,Mixture
1171,408,Mixture
1172,404,Mixture
1173,402,Mixture
1174,396,Mixture
1175,391,Mixture
1176,391,Mixture
1177,388,Mixture
1178,385,Mixture
1179,382,Mixture
1180,379,Mixture
1181,374,Mixture
1182,370,Mixture
1183,367,Mixture
1184,365,Mixture
1185,362,Mixture
1186,359,Mixture
1187,358,Mixture
1188,358,Mixture
1189,356,Mixture
1190,354,Mixture
